Date,Open,High,Low,Close,Adj Close,Volume
2023-01-31,2340.000000,2340.000000,2310.000000,2310.000000,2304.350830,9134300
2023-02-01,2310.000000,2340.000000,2280.000000,2280.000000,2274.424072,10663700
2023-02-02,2280.000000,2330.000000,2280.000000,2330.000000,2324.301758,10582200
2023-02-03,2330.000000,2330.000000,2310.000000,2320.000000,2314.326172,10021800
2023-02-06,2320.000000,2350.000000,2310.000000,2340.000000,2334.277344,10004500
2023-02-07,2330.000000,2340.000000,2310.000000,2340.000000,2334.277344,9602900
2023-02-08,2340.000000,2340.000000,2310.000000,2340.000000,2334.277344,8730700
2023-02-09,2330.000000,2340.000000,2310.000000,2330.000000,2324.301758,9621600
2023-02-10,2340.000000,2350.000000,2300.000000,2350.000000,2344.252930,9360600
2023-02-13,2350.000000,2350.000000,2320.000000,2320.000000,2314.326172,10333200
2023-02-14,2320.000000,2340.000000,2320.000000,2330.000000,2324.301758,9131800
2023-02-15,2340.000000,2340.000000,2310.000000,2310.000000,2304.350830,8982700
2023-02-16,2320.000000,2340.000000,2300.000000,2310.000000,2304.350830,10594800
2023-02-17,2310.000000,2340.000000,2300.000000,2310.000000,2304.350830,9827100
2023-02-20,2310.000000,2330.000000,2290.000000,2300.000000,2294.375244,10031200
2023-02-21,2310.000000,2330.000000,2290.000000,2330.000000,2324.301758,9541400
2023-02-22,2330.000000,2330.000000,2290.000000,2310.000000,2304.350830,8462500
2023-02-23,2310.000000,2320.000000,2290.000000,2320.000000,2314.326172,9485200
2023-02-24,2320.000000,2340.000000,2300.000000,2310.000000,2304.350830,6252100
2023-02-27,2320.000000,2330.000000,2280.000000,2310.000000,2304.350830,7232100
2023-02-28,2320.000000,2320.000000,2290.000000,2310.000000,2304.350830,10287900
2023-03-01,2320.000000,2330.000000,2280.000000,2290.000000,2284.399658,9969000
2023-03-02,2300.000000,2310.000000,2250.000000,2250.000000,2244.497559,10364500
2023-03-03,2280.000000,2290.000000,2200.000000,2240.000000,2234.521973,12645700
2023-03-06,2270.000000,2280.000000,2210.000000,2240.000000,2234.521973,11206200
2023-03-07,2260.000000,2270.000000,2220.000000,2220.000000,2214.570801,9840900
2023-03-08,2220.000000,2230.000000,2130.000000,2170.000000,2164.693115,16209600
2023-03-09,2180.000000,2240.000000,2180.000000,2200.000000,2194.619629,10899700
2023-03-10,2200.000000,2360.000000,2180.000000,2360.000000,2354.228516,9444900
2023-03-13,2300.000000,2300.000000,2220.000000,2240.000000,2234.521973,8504200
2023-03-14,2230.000000,2240.000000,2170.000000,2230.000000,2224.546387,7028800
2023-03-15,2240.000000,2250.000000,2220.000000,2220.000000,2214.570801,8071100
2023-03-16,2220.000000,2260.000000,2190.000000,2220.000000,2214.570801,6400200
2023-03-17,2230.000000,2270.000000,2210.000000,2270.000000,2264.448486,11414700
2023-03-20,2270.000000,2270.000000,2170.000000,2230.000000,2224.546387,8183200
2023-03-21,2240.000000,2280.000000,2230.000000,2250.000000,2244.497559,8068700
2023-03-24,2250.000000,2290.000000,2250.000000,2270.000000,2264.448486,7665200
2023-03-27,2270.000000,2280.000000,2230.000000,2260.000000,2254.472900,7153900
2023-03-28,2260.000000,2300.000000,2250.000000,2300.000000,2294.375244,7909800
2023-03-29,2300.000000,2320.000000,2280.000000,2320.000000,2314.326172,7812700
2023-03-30,2320.000000,2320.000000,2280.000000,2280.000000,2274.424072,7509700
2023-03-31,2290.000000,2340.000000,2280.000000,2340.000000,2334.277344,7840300
2023-04-03,2330.000000,2330.000000,2290.000000,2320.000000,2314.326172,7128700
2023-04-04,2320.000000,2320.000000,2280.000000,2280.000000,2274.424072,7127600
2023-04-05,2280.000000,2290.000000,2250.000000,2290.000000,2284.399658,7988600
2023-04-06,2270.000000,2290.000000,2250.000000,2290.000000,2284.399658,9220200
2023-04-10,2260.000000,2290.000000,2250.000000,2250.000000,2244.497559,7738800
2023-04-11,2260.000000,2260.000000,2220.000000,2230.000000,2224.546387,7739300
2023-04-12,2230.000000,2250.000000,2220.000000,2230.000000,2224.546387,7747700
2023-04-13,2230.000000,2250.000000,2200.000000,2230.000000,2224.546387,7346300
2023-04-14,2260.000000,2260.000000,2230.000000,2230.000000,2224.546387,8276700
2023-04-17,2230.000000,2290.000000,2210.000000,2290.000000,2284.399658,8529300
2023-04-18,2280.000000,2290.000000,2250.000000,2280.000000,2274.424072,7467800
2023-04-26,2260.000000,2330.000000,2260.000000,2330.000000,2324.301758,9448700
2023-04-27,2330.000000,2330.000000,2280.000000,2300.000000,2294.375244,7632600
2023-04-28,2310.000000,2360.000000,2310.000000,2360.000000,2354.228516,7078600
2023-05-02,2360.000000,2360.000000,2310.000000,2320.000000,2314.326172,7571500
2023-05-03,2350.000000,2350.000000,2290.000000,2310.000000,2304.350830,8517400
2023-05-04,2300.000000,2310.000000,2250.000000,2310.000000,2304.350830,10215200
2023-05-05,2290.000000,2300.000000,2250.000000,2270.000000,2264.448486,7607700
2023-05-08,2250.000000,2290.000000,2250.000000,2270.000000,2264.448486,7660800
2023-05-09,2270.000000,2290.000000,2250.000000,2250.000000,2244.497559,7503800
2023-05-10,2260.000000,2280.000000,2240.000000,2280.000000,2274.424072,8614000
2023-05-11,2280.000000,2280.000000,2240.000000,2240.000000,2234.521973,7042700
2023-05-12,2240.000000,2260.000000,2220.000000,2220.000000,2214.570801,7447200
2023-05-15,2230.000000,2280.000000,2220.000000,2270.000000,2264.448486,7154000
2023-05-16,2270.000000,2270.000000,2200.000000,2220.000000,2214.570801,8650300
2023-05-17,2230.000000,2260.000000,2210.000000,2260.000000,2254.472900,7622100
2023-05-19,2260.000000,2260.000000,2190.000000,2190.000000,2184.644287,6020200
2023-05-22,2190.000000,2200.000000,2130.000000,2140.000000,2134.766357,9215500
2023-05-23,2150.000000,2150.000000,2070.000000,2100.000000,2094.864258,6406700
2023-05-24,2100.000000,2160.000000,2060.000000,2130.000000,2124.791016,11264200
2023-05-25,2150.000000,2150.000000,2090.000000,2110.000000,2104.839844,8853000
2023-05-26,2120.000000,2140.000000,2100.000000,2100.000000,2094.864258,9566400
2023-05-29,2120.000000,2160.000000,2120.000000,2160.000000,2160.000000,8671700
2023-05-30,2160.000000,2170.000000,2120.000000,2150.000000,2150.000000,7653900
2023-05-31,2150.000000,2160.000000,2110.000000,2140.000000,2140.000000,8461700
2023-06-05,2140.000000,2140.000000,2040.000000,2040.000000,2040.000000,13248700
2023-06-06,2070.000000,2080.000000,2010.000000,2050.000000,2050.000000,10453200
2023-06-07,2070.000000,2070.000000,2020.000000,2070.000000,2070.000000,12985000
2023-06-08,2080.000000,2080.000000,2010.000000,2030.000000,2030.000000,20585100
2023-06-09,2060.000000,2090.000000,2040.000000,2050.000000,2050.000000,10263800
2023-06-12,2060.000000,2070.000000,2040.000000,2060.000000,2060.000000,13095600
2023-06-13,2080.000000,2090.000000,2050.000000,2070.000000,2070.000000,13791000
2023-06-14,2080.000000,2080.000000,2050.000000,2080.000000,2080.000000,10864400
2023-06-15,2080.000000,2080.000000,2040.000000,2070.000000,2070.000000,16248600
2023-06-16,2090.000000,2110.000000,2070.000000,2070.000000,2070.000000,16722100
2023-06-19,2080.000000,2110.000000,2070.000000,2070.000000,2070.000000,9686100
2023-06-20,2110.000000,2110.000000,2080.000000,2080.000000,2080.000000,8925300
2023-06-21,2080.000000,2100.000000,2060.000000,2100.000000,2100.000000,10103800
2023-06-22,2100.000000,2110.000000,2060.000000,2080.000000,2080.000000,10702900
2023-06-23,2080.000000,2080.000000,2040.000000,2080.000000,2080.000000,8365900
2023-06-26,2080.000000,2090.000000,2060.000000,2070.000000,2070.000000,7468000
2023-06-27,2080.000000,2120.000000,2070.000000,2100.000000,2100.000000,3564600
2023-07-03,2100.000000,2150.000000,2070.000000,2150.000000,2150.000000,5837800
2023-07-04,2120.000000,2120.000000,2080.000000,2080.000000,2080.000000,6489600
2023-07-05,2080.000000,2100.000000,2050.000000,2100.000000,2100.000000,9919600
2023-07-06,2100.000000,2100.000000,2050.000000,2070.000000,2070.000000,9041500
2023-07-07,2070.000000,2090.000000,2060.000000,2090.000000,2090.000000,6582000
2023-07-10,2090.000000,2090.000000,2050.000000,2070.000000,2070.000000,7015300
2023-07-11,2070.000000,2080.000000,2050.000000,2070.000000,2070.000000,5184800
2023-07-12,2070.000000,2080.000000,2040.000000,2050.000000,2050.000000,5590400
2023-07-13,2050.000000,2080.000000,2030.000000,2080.000000,2080.000000,6997000
2023-07-14,2080.000000,2080.000000,2040.000000,2040.000000,2040.000000,8630900
2023-07-17,2060.000000,2090.000000,2030.000000,2090.000000,2090.000000,8179900
2023-07-18,2090.000000,2090.000000,2040.000000,2050.000000,2050.000000,7219800
2023-07-20,2060.000000,2070.000000,2040.000000,2040.000000,2040.000000,6277100
2023-07-21,2050.000000,2050.000000,2030.000000,2040.000000,2040.000000,7029600
2023-07-24,2050.000000,2070.000000,2050.000000,2060.000000,2060.000000,2312100
2023-07-25,2060.000000,2080.000000,2040.000000,2040.000000,2040.000000,3784900
2023-07-26,2060.000000,2080.000000,2060.000000,2060.000000,2060.000000,3726800
2023-07-27,2070.000000,2080.000000,2050.000000,2070.000000,2070.000000,4300800
2023-07-28,2080.000000,2090.000000,2050.000000,2090.000000,2090.000000,5539400
2023-07-31,2090.000000,2120.000000,2050.000000,2120.000000,2120.000000,5775200
2023-08-01,2100.000000,2100.000000,2070.000000,2090.000000,2090.000000,5141900
2023-08-02,2080.000000,2090.000000,2060.000000,2060.000000,2060.000000,5950700
2023-08-03,2060.000000,2080.000000,2050.000000,2070.000000,2070.000000,4340900
2023-08-04,2070.000000,2080.000000,2050.000000,2080.000000,2080.000000,5197700
2023-08-07,2080.000000,2080.000000,2050.000000,2060.000000,2060.000000,4129600
2023-08-08,2060.000000,2090.000000,2050.000000,2070.000000,2070.000000,4973200
2023-08-09,2080.000000,2080.000000,2050.000000,2070.000000,2070.000000,5569100
2023-08-10,2070.000000,2100.000000,2060.000000,2090.000000,2090.000000,5881100
2023-08-11,2090.000000,2160.000000,2080.000000,2150.000000,2150.000000,8382400
2023-08-14,2150.000000,2180.000000,2120.000000,2170.000000,2170.000000,7288900
2023-08-15,2180.000000,2180.000000,2130.000000,2140.000000,2140.000000,3955200
2023-08-16,2140.000000,2170.000000,2110.000000,2170.000000,2170.000000,4455100
2023-08-18,2160.000000,2160.000000,2120.000000,2150.000000,2150.000000,6394600
2023-08-21,2150.000000,2160.000000,2130.000000,2160.000000,2160.000000,5321300
2023-08-22,2160.000000,2160.000000,2110.000000,2120.000000,2120.000000,5331300
2023-08-23,2130.000000,2170.000000,2120.000000,2150.000000,2150.000000,5567400
2023-08-24,2150.000000,2250.000000,2140.000000,2200.000000,2200.000000,31902300
2023-08-25,2200.000000,2210.000000,2160.000000,2160.000000,2160.000000,9019100
2023-08-28,2160.000000,2170.000000,2150.000000,2160.000000,2160.000000,25425700
2023-08-29,2170.000000,2200.000000,2150.000000,2180.000000,2180.000000,19402300
2023-08-30,2180.000000,2190.000000,2170.000000,2170.000000,2170.000000,21487700
2023-08-31,2180.000000,2190.000000,2120.000000,2180.000000,2180.000000,14872200
2023-09-01,2180.000000,2190.000000,2150.000000,2150.000000,2150.000000,7344800
2023-09-04,2160.000000,2180.000000,2110.000000,2110.000000,2110.000000,11833800
2023-09-05,2130.000000,2130.000000,2010.000000,2050.000000,2050.000000,17319000
2023-09-06,2050.000000,2060.000000,1995.000000,2010.000000,2010.000000,10857800
2023-09-07,2010.000000,2040.000000,2000.000000,2030.000000,2030.000000,7165000
2023-09-08,2030.000000,2040.000000,1995.000000,2000.000000,2000.000000,6249300
2023-09-11,2020.000000,2060.000000,2010.000000,2060.000000,2060.000000,5731200
2023-09-12,2060.000000,2070.000000,2040.000000,2070.000000,2070.000000,7198000
2023-09-13,2070.000000,2130.000000,2050.000000,2130.000000,2130.000000,10428300
2023-09-14,2130.000000,2290.000000,2110.000000,2260.000000,2260.000000,25931300
2023-09-15,2280.000000,2650.000000,2280.000000,2570.000000,2570.000000,65042200
2023-09-18,2590.000000,2710.000000,2580.000000,2650.000000,2650.000000,45331200
2023-09-19,2670.000000,2740.000000,2580.000000,2690.000000,2690.000000,24463300
2023-09-20,2700.000000,2730.000000,2660.000000,2730.000000,2730.000000,12738600
2023-09-21,2720.000000,2760.000000,2690.000000,2750.000000,2750.000000,26563200
2023-09-22,2750.000000,2750.000000,2600.000000,2620.000000,2620.000000,17668400
2023-09-25,2630.000000,2660.000000,2580.000000,2620.000000,2620.000000,14174000
2023-09-26,2630.000000,2660.000000,2580.000000,2580.000000,2580.000000,16493400
2023-09-27,2590.000000,2630.000000,2550.000000,2560.000000,2560.000000,14045000
2023-09-29,2560.000000,2590.000000,2510.000000,2530.000000,2530.000000,21789200
2023-10-02,2530.000000,2620.000000,2520.000000,2570.000000,2570.000000,19095500
2023-10-03,2570.000000,2600.000000,2550.000000,2600.000000,2600.000000,14538600
2023-10-04,2600.000000,2620.000000,2570.000000,2620.000000,2620.000000,13750200
2023-10-05,2610.000000,2730.000000,2600.000000,2730.000000,2730.000000,25136500
2023-10-06,2730.000000,2740.000000,2690.000000,2740.000000,2740.000000,15463800
2023-10-09,2740.000000,2740.000000,2690.000000,2690.000000,2690.000000,21132100
2023-10-10,2700.000000,2730.000000,2530.000000,2690.000000,2690.000000,20548100
2023-10-11,2690.000000,2730.000000,2680.000000,2690.000000,2690.000000,14979700
2023-10-12,2700.000000,2710.000000,2670.000000,2690.000000,2690.000000,9494800
2023-10-13,2690.000000,2710.000000,2660.000000,2700.000000,2700.000000,15033200
2023-10-16,2690.000000,2700.000000,2560.000000,2580.000000,2580.000000,21445100
2023-10-17,2600.000000,2660.000000,2590.000000,2660.000000,2660.000000,12968000
2023-10-18,2670.000000,2690.000000,2640.000000,2670.000000,2670.000000,11858000
2023-10-19,2670.000000,2690.000000,2620.000000,2630.000000,2630.000000,13002400
2023-10-20,2630.000000,2640.000000,2600.000000,2600.000000,2600.000000,12053900
2023-10-23,2600.000000,2630.000000,2580.000000,2630.000000,2630.000000,12977400
2023-10-24,2630.000000,2630.000000,2580.000000,2610.000000,2610.000000,13408500
2023-10-25,2630.000000,2670.000000,2620.000000,2670.000000,2670.000000,12765700
2023-10-26,2670.000000,2750.000000,2650.000000,2730.000000,2730.000000,23353800
2023-10-27,2720.000000,2820.000000,2700.000000,2820.000000,2820.000000,21752300
2023-10-30,2830.000000,2860.000000,2780.000000,2820.000000,2820.000000,17086300
2023-10-31,2820.000000,2980.000000,2810.000000,2980.000000,2980.000000,25746500
2023-11-01,3000.000000,3040.000000,2920.000000,2950.000000,2950.000000,28335400
2023-11-02,2960.000000,2990.000000,2940.000000,2960.000000,2960.000000,15388700
2023-11-03,2980.000000,3070.000000,2950.000000,3000.000000,3000.000000,21603600
2023-11-06,3010.000000,3020.000000,2940.000000,2950.000000,2950.000000,18753700
