Date,Open,High,Low,Close,Adj Close,Volume
2022-11-07,4637.500000,4675.000000,4612.500000,4637.500000,4254.022461,43164600
2022-11-08,4650.000000,4675.000000,4600.000000,4625.000000,4242.556152,34329200
2022-11-09,4650.000000,4675.000000,4625.000000,4650.000000,4265.488770,44354400
2022-11-10,4637.500000,4650.000000,4550.000000,4637.500000,4254.022461,35056000
2022-11-11,4712.500000,4737.500000,4637.500000,4650.000000,4265.488770,76578200
2022-11-14,4650.000000,4662.500000,4537.500000,4550.000000,4173.758301,53046400
2022-11-15,4575.000000,4600.000000,4537.500000,4562.500000,4185.224609,32362600
2022-11-16,4562.500000,4562.500000,4437.500000,4550.000000,4173.758301,84179400
2022-11-17,4550.000000,4650.000000,4512.500000,4637.500000,4254.022461,42451400
2022-11-18,4650.000000,4662.500000,4587.500000,4600.000000,4219.623535,34503000
2022-11-21,4575.000000,4637.500000,4562.500000,4587.500000,4208.157227,24552400
2022-11-22,4612.500000,4662.500000,4587.500000,4625.000000,4242.556152,24036600
2022-11-23,4625.000000,4662.500000,4625.000000,4625.000000,4242.556152,26480000
2022-11-24,4625.000000,4675.000000,4625.000000,4637.500000,4254.022461,33691200
2022-11-25,4637.500000,4650.000000,4612.500000,4650.000000,4265.488770,28538800
2022-11-28,4650.000000,4675.000000,4625.000000,4637.500000,4254.022461,46613400
2022-11-29,4637.500000,4712.500000,4637.500000,4687.500000,4299.888184,59310800
2022-11-30,4700.000000,4950.000000,4687.500000,4950.000000,4540.681641,228769000
2022-12-01,4950.000000,4975.000000,4837.500000,4850.000000,4448.950684,60043200
2022-12-02,4825.000000,4875.000000,4775.000000,4875.000000,4471.883789,74888600
2022-12-05,4875.000000,4912.500000,4825.000000,4875.000000,4471.883789,46350800
2022-12-06,4850.000000,4850.000000,4750.000000,4775.000000,4380.152832,80960600
2022-12-07,4775.000000,4800.000000,4687.500000,4750.000000,4357.219727,74967200
2022-12-08,4750.000000,4775.000000,4637.500000,4750.000000,4357.219727,60297600
2022-12-09,4787.500000,4787.500000,4712.500000,4775.000000,4380.152832,58429600
2022-12-12,4775.000000,4825.000000,4712.500000,4762.500000,4368.686523,36690000
2022-12-13,4800.000000,4825.000000,4750.000000,4825.000000,4426.018066,44457600
2022-12-14,4837.500000,4875.000000,4737.500000,4762.500000,4368.686523,51313400
2022-12-15,4750.000000,4800.000000,4687.500000,4737.500000,4345.753418,45526000
2022-12-16,4700.000000,4900.000000,4675.000000,4900.000000,4494.816406,106781400
2022-12-19,4850.000000,4875.000000,4712.500000,4712.500000,4322.820801,60549800
2022-12-20,4725.000000,4762.500000,4662.500000,4725.000000,4334.287109,37995800
2022-12-21,4750.000000,4750.000000,4662.500000,4675.000000,4288.421875,40936600
2022-12-22,4700.000000,4725.000000,4675.000000,4712.500000,4322.820801,30139000
2022-12-23,4700.000000,4725.000000,4662.500000,4662.500000,4276.955566,30492000
2022-12-26,4675.000000,4700.000000,4637.500000,4662.500000,4276.955566,18889400
2022-12-27,4700.000000,4700.000000,4625.000000,4650.000000,4265.488770,30410200
2022-12-28,4662.500000,4675.000000,4575.000000,4612.500000,4231.089844,26057600
2022-12-29,4612.500000,4625.000000,4575.000000,4612.500000,4231.089844,22647000
2022-12-30,4612.500000,4650.000000,4612.500000,4612.500000,4231.089844,30472400
2023-01-02,4612.500000,4612.500000,4550.000000,4612.500000,4231.089844,13398400
2023-01-03,4600.000000,4650.000000,4575.000000,4637.500000,4254.022461,26463000
